repo,number,title,body,labels,state,created_at,closed_at,predicted_label,actual_labels,is_mismatched,resolution_days,url
TanStack/table,5459,autoResetPageIndex not resetting properly,"### TanStack Table version

8.15.0

### Framework/Library version

^18.2.0

### Describe the bug

Hello, Im running into a issue with the `autoResetPageIndex` showing/processing the incorrect page Index when using client side pagination and changing the rows per page. 


### Steps to reproduce

1. Click next page 2 times so you see `Page 3 of 10,000`
2. Click the rows per page option
3. Select option `show 20`

You will now see the incorrect number `Page 2 of 5,000`

### Expected behavior

1. Click next page 2 times so you see `Page 3 of 10,000`
2. Click the rows per page option
3. Select option `show 20`

You should now see `Page 1 of 5,000`

### How often does this bug happen?

Every time

### Platform

- macOS 14.4.1
- Chrome 123.0.6312.87 (Official Build) (x86_64)


### TypeScript version

5.1.6


### Your Minimal, Reproducible Example - (Sandbox Highly Recommended)

 https://stackblitz.com/edit/tanstack-table-csasqf?file=src%2Fmain.tsx

### Screenshots or Videos (Optional)

https://github.com/TanStack/query/assets/35247622/969eb333-4b99-499a-85b9-4b9415224ca9

### Do you intend to try to help solve this bug with your own PR?

No, because I do not know how

### Terms & Code of Conduct

- [X] I agree to follow this project's Code of Conduct
- [X] I understand that if my bug cannot be reliable reproduced in a debuggable environment, it will probably not be fixed and this issue may even be closed.",['wontfix'],closed,2024-04-02T16:22:25Z,2024-04-02T23:07:06Z,bug,['wontfix'],True,0.0,
react-hook-form/react-hook-form,12900,"issue: React Hook Form (with Zod, Redux) not working anymore after save the formData from handleSubmit to redux","### Version Number

7.54.2

### Codesandbox/Expo snack

https://codesandbox.io/p/sandbox/87j5mr



**Describe the bug:**

I have an input, registeredto the react-hook-form, a submit button which implement the `form.handleSubmit`. The submit function saves the formData to the redux by an action. After that, when re-enter the input, the application show's the error `Cannot assign to read only property 'username' of object '#<Object>'`.

**Work around**
After doing some try and error, i realized that the form will work as expected when I remove the `resolver` or use clone function to clone object like `lodash.cloneDeep` before dispatch it to redux.

### Steps to reproduce
1. Go to: https://codesandbox.io/p/sandbox/87j5mr
2. Input any thing
3. Click Submit
4. Edit the input
5.  See error

<details>
<summary>Screen shot</summary>

![Image](https://github.com/user-attachments/assets/3279455e-b7e6-4524-8e14-67f614dff78d)

</details>

**More information**
Actually I met this error when I was working with `react-native + expo` project. The screen is not crash like the website. But after dispatch the action, all fields was not registed to the form anymore. When `form.handleSubmit` called, the formData's value was not updated.

Hope someone can explain or maybe fix this ""strage"" error.

Thank you very much

### Expected behaviour

The formData from `handleSubmit` should be the `snapshot` of the form's value, not the reference or anything like that, so there will be no problem when saving it to redux","['status: under investigation', 'regression']",closed,2025-06-20T05:59:34Z,2025-06-21T02:33:00Z,bug,"['status: under investigation', 'regression']",True,0.0,
react-hook-form/react-hook-form,12894,Scroll into view on error,"**Is your feature request related to a problem? Please describe.**
shouldFocusError is fantastic, but we have issues where the form Element where the error occurs is hidden behind a footer or a header.


**Describe the solution you'd like**
Abiliity to extend behaviour to scrollIntoView

**Describe alternatives you've considered**
Currently we turn off the shouldFocusError behavior and manage scrolling and focus ourselves for the single reason we don't want items to be hidden to the user that are errored as this is  poor UX. The form is huge so having to manage the order of focus and scroll is difficult to maintain but it works and does the right thing

**Additional context**
Would love to have a conversation of the ramifications of such a change as I would be happy to drive this and push a PR. (As on the face of it would be easier than the current maintenance).
","['waiting-up-vote', 'feature request']",open,2025-06-18T07:36:06Z,,bug,"['waiting-up-vote', 'feature request']",True,,
react-hook-form/react-hook-form,12882,reset() does not clear inputs wrapped with useController unless defaultValues are set,"### sandbox: https://codesandbox.io/p/devbox/v23s9q

## Describe the bug

When using `useController` to wrap input fields in react-hook-form, calling `reset()` without arguments does not clear the input fields unless `defaultValues` are explicitly set for those fields in `useForm`. This behavior can be unintuitive and inconvenient for large forms where setting default values for every field is impractical.

## Steps to reproduce

1. Create a form with one or more fields wrapped in a custom input component using `useController`.
2. Do not provide `defaultValues` in `useForm`.
3. Call `reset()` without any arguments.
4. Observe that the input values do not clear/reset as expected.

## Expected behavior

Calling `reset()` without arguments should clear all input fields (i.e., reset their values to empty or undefined), regardless of whether `defaultValues` were provided.

## Workarounds

- Providing explicit `defaultValues` for each field works but can be cumbersome.
- Calling `reset({ fieldName: '' })` with empty values per field is tedious for large forms.
- Handling `undefined` values inside custom inputs by defaulting to empty string is possible but adds boilerplate.

## Additional context

It would be helpful if react-hook-form’s `reset()` either:

- Resets fields to empty by default if no `defaultValues` were provided,
- Or provides a clear way to reset all fields to empty values without requiring explicit defaults.

This would improve usability for large and dynamic forms using controlled components wrapped by `useController`.
","['waiting-up-vote', 'feature request']",closed,2025-06-11T08:42:25Z,2025-06-12T04:47:53Z,bug,"['waiting-up-vote', 'feature request']",True,0.0,
react-hook-form/react-hook-form,12873,issue: Submit works differently between 7.54.2 and 7.56.4,"### Version Number

7.56.4

### Codesandbox/Expo snack

https://codesandbox.io/p/devbox/rhf-submit-default-value-754-forked-r77xx3?workspaceId=ws_Aw1xaaGRKNw2v27euU6aAp

### Steps to reproduce

Hi

I tried upgrading RHF from version 7.54.2 to 7.56.4 and noticed one test failure. It seems that the behavior of the library has unexpectedly changed between these versions. Here is how:

I have a Form with a single field `firstName`. It has a default value of `""Seppo""`. If I reset `firstName` to `undefined` using `reset`, it becomes `undefined` in the form state. Then I submit this data.

What happens next works differently between versions.

---

In version **7.54.2**, the following data is submitted:

`{firstName: ""Seppo""`}

Even if the data in form state is `undefined`, it seems that React Hook Form automatically replaces the value from `defaultValues` when submitting the form.

Here is an example: https://codesandbox.io/p/devbox/rhf-test1-forked-tkn7rs?file=%2Fsrc%2FApp.tsx&workspaceId=ws_Aw1xaaGRKNw2v27euU6aAp

Click ""Clear Seppo"" and then ""Submit query"". You get:
```
Form state: {""firstName"":""seppo""}
Submitted data: {""firstName"":""seppo""}
```

---

In version **77.56.4**, the following data is submitted:

`{firstName: undefined`}

In this version, the Form does not fill `firstName` from `defaultValues` but submits the value as it is in form state.

Here is an example: https://codesandbox.io/p/devbox/rhf-submit-default-value-754-forked-r77xx3?workspaceId=ws_Aw1xaaGRKNw2v27euU6aAp

Again, click ""Clear Seppo"" and then ""Submit query"". You get:
```
Form state: {}
Submitted data: {}
```


### Expected behaviour

No functional changes between patch/minor versions. I.e. we should get:
```
Form state: {""firstName"":""seppo""}
Submitted data: {""firstName"":""seppo""}
```

### What browsers are you seeing the problem on?

Chrome

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct","['status: under investigation', 'regression']",closed,2025-06-06T12:11:29Z,2025-06-21T00:47:07Z,bug,"['status: under investigation', 'regression']",True,14.0,
react-hook-form/react-hook-form,12862,issue: Field with Map object is not dirty when not equal to default value,"### Version Number

7.57.0

### Codesandbox/Expo snack

https://codesandbox.io/p/sandbox/react-hook-form-map-dirty-fields-xl2v3y

### Steps to reproduce

1. Open Codesandbox example
2. Enter text in both inputs
3. Only the string field is dirty

### Expected behaviour

Field with Map object should be dirty when not equal to default value

### What browsers are you seeing the problem on?

Firefox, Chrome, Edge

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct",['not valid'],closed,2025-06-02T12:57:58Z,2025-06-05T22:21:41Z,bug,['not valid'],True,3.0,
react-hook-form/react-hook-form,12857,issue: missing formControl in UseFormReturn,"### Version Number

7.56.4

### Codesandbox/Expo snack

https://codesandbox.io/p/sandbox/rddx84

### Steps to reproduce

useForm() returns `formControl`, even though it isn't listed as an existing prop for UseFormReturn. 

### Expected behaviour

I'm not entirely sure if the type should be updated or the formControl prop removed, but happy to contribute with the desired fix if needed.

### What browsers are you seeing the problem on?

_No response_

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct","['bug', 'TS']",closed,2025-05-30T16:16:03Z,2025-06-09T01:00:11Z,bug,"['bug', 'ts']",False,9.0,
react-hook-form/react-hook-form,12838,Feature: return defaultValue from getFieldState in order to have opportunity reset dependent field correctly,"**Is your feature request related to a problem? Please describe.**
I have a business requirement to make dependent selects. E.g., 2 selects - second is disabled while value is not chosen in the 1st one. When value of 1st has chosen, the 2nd select enables and fetches options for it (for example). Also I have requirement to reset value in the 2nd select after I has resetted value in the 1st one.

This is pretty simple example, but there are 8-10 dependent selects in my production code.

It will be very nice and convenient to make opportunity to get default value of field in order to reset dependent field to its default value correctly.

Now I pass 2 custom props for solving business req: `deps` with `resetOptionsForDeps`. These are arrays. In custom component during `onChange` fn call I iterates through `deps` and then find reset config in `resetOptionsForDeps` by current index. The disadvantage of the solution is that we need to provide `defaultValue` for each dependent field in `resetOptionsForDeps` within `deps` prop always. This causes appearing many duplications of code, need to give unique name for `resetOptionsForDeps`, write typescript typing for it (we move away them from react component to helper file) and etc.

I tried to solve this another way: in custom component I took `defaultValues` from `formState`, then I found default value by key like const `defaultValue = defaultValues[dependantName]` and this works, but unfortunatelly except for fields which were defined via `useFieldArray`: usually for this array-like fields we set default value as empty array (`[]`) in order to user add entity to array if he wants. Most of the cases, we keep objects in array-like fields - they represent some business entity (like identity document or others), so default value got as `undefined`.

Here is example:
```
/** helper file*/
const docEntityDefaultValues = {
  dateFrom: '',
  dateTo: ''
};

/** high-level component */
const methods = useForm({
  defaultValues: {
    docs: [],
  }
});
const { fields,append } = useFieldArray({
  name: ""docs""
})
...
return (
  <form>
    // fields mapping

    <button onClick={() => append(docEntityDefaultValues)}>
  </form>
);

/** select (custom component)*/
...
const {resetField} = useFormContext();

 <Controller
    name={name}
    render={({ field, formState }) => {
      const { defaultValues } = formState;

      return (
         <select onChange={(e) => {
           deps?.forEach((item, index) => {
             // current solution
             const  options = resetOptionsForDeps ? resetOptionsForDeps[index] : undefined;
             resetField(item, options);
            
             // solution which I try, but the problem with fieldArray occured
            const options = defaultValues ? { defaultValue: defaultValues[item] } : undefined;
            resetField(item, options);
           });
          ... other code
         }}>
          // options
        </select>
);
    }}
  />
```

**Describe the solution you'd like**
`getFieldState` API could return `defaultValue` with which the field was registered. Maybe `getFieldState` is not possible in current implementation (because returned obj from `getFieldState` is calculated based on `defaultValues` from `formState`), so maybe it needs to provide `useFieldArray` with own default values (for entity), create obj which will keep default values in respect that fieldArray's defaultValues (e.g. `exhaustiveDefaultValues`),  calculate `defaultValue` and return it from `getFieldState`.

**Describe alternatives you've considered**
Any other

**Additional context**
[Sandbox](https://codesandbox.io/p/sandbox/feat-return-defaultvalue-from-getfieldstate-in-order-to-have-opportunity-reset-dep-field-correctly-forked-53tn73)","['waiting-up-vote', 'feature request']",open,2025-05-22T16:09:12Z,,security,"['waiting-up-vote', 'feature request']",True,,
react-hook-form/react-hook-form,12835,issue: regression: setting errors to empty object no longer clears errors,"### Version Number

7.55.0-next.5 

### Codesandbox/Expo snack

https://codesandbox.io/p/devbox/6kr773

### Steps to reproduce

1. Create form, add errors
2. Update state so that `{}` is passed to the form state's errors property
3. Note that error state is not removed/reset


### Expected behaviour

Previously error state could always be reset to any desired value by passing a new value to the `errors` property of the form. However, as of https://github.com/react-hook-form/react-hook-form/pull/12622 empty object is now ignored. Prior to this update, passing empty object could be used to clear any errors from the form.

If I understand the [original issue](https://github.com/react-hook-form/react-hook-form/issues/12599) correctly, this would be an issue passing _any_ static object through, not just with empty object. As long as the object is referentially different, it'll cause the rerender loop. In which case, I'm not sure if filtering out empty object really accomplishes the goal.

Perhaps the bigger issue is that the error property is treated as a mutable object and that passing new values are reflected in the form? I've run into many infinite rerendering issues due to that, where I'm taking errors out of the form, storing them somewhere, and then loading a different reference back into the form, retriggering the original logic and looping. I wonder if a longer-term resolution here would be to treat `errors` more like `defaultErrors` and ignore any changes to the property after form is created?

### What browsers are you seeing the problem on?

_No response_

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct","['status: under investigation', 'improve documentation']",closed,2025-05-21T23:55:29Z,2025-05-24T23:53:20Z,bug,"['status: under investigation', 'improve documentation']",True,2.0,
react-hook-form/react-hook-form,12829,`zodResolver` for zod V4 support,"```ts
import { zodResolver } from ""@hookform/resolvers/zod"";
```
","['waiting-up-vote', 'feature request']",closed,2025-05-19T18:43:53Z,2025-05-19T23:25:11Z,bug,"['waiting-up-vote', 'feature request']",True,0.0,
react-hook-form/react-hook-form,12815,issue: fields with value `null` are no longer submitted when using `useForm({ values })`,"### Version Number

7.56.2

### Codesandbox/Expo snack

https://codesandbox.io/p/devbox/usecontroller-forked-cyj47p

### Steps to reproduce

1. Open browser DevTools to see the console
2. Submit the form
3. See submitted data: `{}` (empty object)


### Expected behaviour

Expected submitted data should have been `{ views: null }`

## Additional Info

This seems to be a regression brought by version 7.55.0.

The same sandbox in version 7.54.2 shows the expected behavior: https://codesandbox.io/p/devbox/usecontroller-forked-gnn7m2

It's also interesting to note that the issue only happens when using `useForm({ values: {} })`.
Using `useForm({ defaultValues: {} })` instead does not show the issue.

## Use case context

We are building a `NumberInput` component and would like this component to submit a `null` value in the form when the input is not filled.
Hence we set `defaultValue: null` when calling `useController`.

We can control the parsing of the value by overriding `onChange`, but we need to be able to set the value to `null` by default so that it submits `null` also when the input is empty and untouched.

### What browsers are you seeing the problem on?

Firefox

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct",['status: under investigation'],open,2025-05-13T14:28:57Z,,bug,['status: under investigation'],True,,
react-hook-form/react-hook-form,12761,issue: `watch()` usage resets `isReady` back to `false`,"### Version Number

7.56.0

### Codesandbox/Expo snack

https://codesandbox.io/p/devbox/eloquent-cerf-wp3drg?workspaceId=ws_Xiveoo82cHE265B4dA9r9C

### Steps to reproduce

1. Create a basic form with `useForm`
2. Log the value of `isReady`
3. Subscribe to any field value with `watch`
4. Observed that `isReady` is reset back to `false` after the watched value is changed

### Expected behaviour

`isReady` should remain `true` regardless of subscribed value changes

### What browsers are you seeing the problem on?

_No response_

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct",['bug'],closed,2025-04-20T15:54:51Z,2025-04-21T03:02:59Z,bug,['bug'],False,0.0,
react-hook-form/react-hook-form,12747,issue: `validate` does not work with `resolver`,"### Version Number

7.55

### Codesandbox/Expo snack

https://stackblitz.com/edit/rhf-dep-val-issue-zvdputes?file=src%2FApp.tsx

### Steps to reproduce

1. Attempt to submit the form using the ‘submit’ button
2. See the error that should be from `validate`.
3. Comment out `resolver`
4. will see the error that should have occurred in `validate`


### Expected behaviour

That there would be an error if it matches the email that is passed to the component.

### What browsers are you seeing the problem on?

Chrome

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct",['work as designed'],closed,2025-04-12T10:59:12Z,2025-04-12T12:01:17Z,bug,['work as designed'],True,0.0,
react-hook-form/react-hook-form,12741,issue: Unable to type into `<input>` after using `move` with `Controller` and `useFieldArray`,"### Version Number

7.55.0

### Codesandbox/Expo snack

https://codesandbox.io/p/sandbox/hungry-feynman-rv5dlw

### Steps to reproduce

1. Go to https://codesandbox.io/p/sandbox/hungry-feynman-rv5dlw
2. Click the ""Change Index"" button
3. You will no longer be able to type into the first `<input>`

The issue was not present in v7.54.2 and appears to have been introduced in v7.55.0.

### Expected behaviour

Able to type correctly into the first `<input>`

### What browsers are you seeing the problem on?

Chrome

### Relevant log output

```shell

```

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct",['regression'],closed,2025-04-11T05:36:45Z,2025-04-13T00:32:38Z,bug,['regression'],True,1.0,
react-hook-form/react-hook-form,12572,issue: disabled field value is not omitted from the submission data when passing resolver to useForm,"### Version Number

7.54.2

### Codesandbox/Expo snack

https://codesandbox.io/p/sandbox/qjjcln

### Steps to reproduce

1. Go to 'Codesandbox'
2. check the ""Is input disabled"" checkbox
3. click ""submit"" button
4. The disabled field value is not omitted from the submission data.


### Expected behaviour

Disabled field values should be omitted from the submission data.

### What browsers are you seeing the problem on?

Chrome


### More Info

When using a resolver in `useForm`, the `disabled` prop of `Controller` and `register(..., {disabled})` is not functioning as expected. 

I read the source code and found that in `createFormControl.ts` `handleSubmit` function, 
`fieldValues` is created from `_formValues`, and then disabled values are removed. 
However, if a resolver exists, it uses `_formValues` instead of the processed `fieldValues`, causing the disabled values to reappear in the submission data.

### Possible Fix
Refer to [commit](https://github.com/meouwu-dev/react-hook-form/commit/fe14337048de6836dbcf9514261d40f582183cf0). 
The solution involves passing `fieldValues` to `_runSchema(name)` instead of using `_formValues`.

I am happy to create a pull request. Thank you for this amazing project!

### Code of Conduct

- [x] I agree to follow this project's Code of Conduct",['bug'],closed,2025-01-31T14:08:40Z,2025-01-31T23:28:49Z,bug,['bug'],False,0.0,
react-hook-form/react-hook-form,12415,"issue: isObjectType(obj[key]) returns true on null, tries to recurse on null values","### Version Number

7.53.2

### Codesandbox/Expo snack

https://codesandbox.io/p/sandbox/condescending-mcclintock-ndy5wx

### Steps to reproduce

The flatten code from this commit: https://github.com/react-hook-form/react-hook-form/commit/087433d0045af612a2b45fe52b85bf66f4a369d6
crashes if you have a null value in defaultValues, or presumably in form values at the time of submission.

It throws because typeof null === ""object"" is true. To reproduce, you can submit on the codesandbox. If you remove the null defaultValue & reset the form it works fine.  I feel like explicitly checking if it's isObjectType && !== null would be good here.

### Expected behaviour

It should not attempt to flatten nulls.

### What browsers are you seeing the problem on?

_No response_

### Relevant log output

_No response_

### Code of Conduct

- [X] I agree to follow this project's Code of Conduct",['bug'],closed,2024-11-15T03:44:13Z,2024-11-15T23:29:01Z,bug,['bug'],False,0.0,
